"DirectoryName";"FileNames";"Content"
Apr 2021;"ECONOMICS: Global Economic Recovery Continues, But Uncertainty";" While the world economy has recovered from the COVID-19 crisis faster than was expected six months ago dueto a strong policy response and the distribution of vaccines, uncertainty and inequity within and across countriesremain, the International Monetary and Financial Committee said in a statement after their biannual meeting.""(T)he prospects for recovery are highly uncertain and uneven within and across countries due to varying policyspace, different economic structures and rigidities, preexisting vulnerabilities, and uneven access to vaccines,"" thegroup said in their post-meeting communique.The group emphasized the need for continued policy support and for cooperation to accelerate the production anddistribution of vaccines.""We will maintain our policy support, tailored to country circumstances, until constraints on economic activity easemeaningfully, continuing to prioritize health spending and assistance for the most vulnerable, while preserving long-term fiscal sustainability,"" they said. ""Where appropriate, monetary policy should remain accommodative, in linewith central banks' mandates.""The committee members said they will continue to watch and address, if needed, risks to financial stability, as wellas cooperate to reduce excessive global imbalances to support sustainable global growth.Speaking of the international monetary system's stability, the group said that ""exchange rates reflect underlyingeconomic fundamentals"" and that ""exchange rate flexibility can facilitate the adjustment of our economies. ""Wewill refrain from competitive devaluations and will not target our exchange rates for competitive purposes.""The G-20 group made similar comments on foreign exchange Wednesday.The IMFC called on the IMF to move forward with its proposal for a new Special Drawing Rights allocation of $650billion to help meet the global need for reserves, while also increasing the transparency and accountability of theprogram, in line with the request from the G-20 nations."
Apr 2021;"World Economic Outlook: Global economy to expand 6% this year";"The global economy is expected to bounce back impressively after contracting in 2020 because of the COVID-19pandemic and restrictions, but significant uncertainties remain, the new World Economic Outlook report releasedTuesday predicts.The International Monetary Fund released the outlook, cautioning that while various coronavirus vaccines will helpeconomies around the world return to normal, new variants of the virus continue to recreate concern.""Economic recoveries are diverging across countries and sectors, reflecting variation in pandemic-induceddisruptions and the extent of policy support,"" the report's overview said. ""The outlook depends not just on theoutcome of the battle between the virus and vaccines. It also hinges on how effectively economic policies deployedunder high uncertainty can limit lasting damage from this unprecedented crisis.""The report said global economic growth, lead by China and the United States, will jump 6% this year andmoderate to 4.4% in 2022, an improved outlook from what the IMF had projected last October. It said the $1.9trillion stimulus package in the United States played a role in that improved outlook.""The upward revision reflects additional fiscal support in a few large economies, the anticipated vaccine-poweredrecovery in the second half of 2021, and continued adaptation of economic activity to subdued mobility,"" the reportsaid.In the report, the United States' economy was projected to grow 6.4% this year and 3.5% in 2022 while China'seconomy was expected to expand 8.4% in 2021 and 5.6% the year after. India's economy, after losing 8% in2020, was expected to grow 12.5% in 2021 and 6.9% in 2022.The report also predicted France's economy to grow 5.8% this year, Britain's economy by 5.3%, Canada by 5%and Germany's by 3.6%.The report said employment levels of younger and lower-skilled workers will continue to be affected since thepandemic accelerated the move to automation for some of those positions. It said worker reallocation measures willneed to be applied to mitigate those changes."
May 2021;"Europe Jet Fuel: latest market developments";"LONDON (ICIS)--Lack of buying interest and ample supply amid lingering travel restrictions across the region haskept the European jet kerosene market suppressed. However, outright values were supported by firming upstreamBrent crude futures.Prolonged delays in the reopening of borders by some European nations has dented recovery in the regionalaviation industry, which serves as a proxy for jet fuel demand as it is heavily reliant on international travel.PRICING Outright values on a CIF (cost, insurance and freight) NWE (Northwest Europe) basis edged up to$573.75/tonne at close of market on Tuesday 11 May, up from $568.75/tonne a week prior.This week prices moved slightly up by 2-3% on average, as limited action was recorded. Any upswing wasattributed to greater steadiness in upstream Brent crude futures, which hovered around $68/bbl for most of theweek.The prompt-month jet fuel crack spread against rolling Brent crude futures was heard firming to $5/bbl, withdifferentials to ICE gasoil futures largely static.PREVAILING MARKET SENTIMENTS A market source described the situation as really frustrating, commentingthat things could take a while to return to normal, as the industry continues to face extremely low levels of demand.Added to this, current availability in the market is ample, despite reduced refinery output.LOOKING AHEAAmid the summer maintenance turnaround period, supply is likely to remain ample, with refineries insufficientlyincentivised to increase their operating rates. At the same time, inflows are not yet sufficient to offset demand-sidewoes.On the upside, many European nations are easing their international travel restrictions, with slow yet steadyprogress in vaccine roll outs encouraging passenger confidence.Compared with the Americas and Asia, Europe has been a weak performing region as it relies heavily oninternational travel, which has been disrupted by stricter quarantine rules and high testing costs.The rest of the second quarter, traditionally a peak travel season, is unlikely to see any major rebound in demandfor aviation fuel, although some relief is anticipated as players prepare for travel to pick up slightly during the peaksummer season."
May 2021;"As Oil Demand Creeps Up, Europe's Refiners Get Hope of Recovery";"(Bloomberg) - Whether it's more traffic on the roads, brighter economic readings, or persistently strong freightactivity, Europe's battered oil refineries are finally looking at some relief from Covid-19 and the devastation itwrought on petroleum demand.A measure for the profit plants make from turning crude oil into diesel has doubled since late March, a bullish signalthat's all the more important in Europe because the continent's refiners churn out twice as much diesel as they dogasoline. Oil traders report that the region's crude oil demand is also picking up again.Even in jet fuel, the industry's problem child since Covid-restrictions hit global aviation, there are tentative signsthat the gloom is beginning to clear. When the pandemic hit, it destroyed fuel demand and hastened the demise ofsome plants that were already pressured by refining capacity expansions in Asia and the Middle East.""There's light at the end of the tunnel,"" said Mark Williams, principal analyst for short term refining and oil productsmarkets at Wood Mackenzie Ltd. ""The upside is reliant on people not only driving, but starting to fly.""Across Europe, there are signs that road traffic is increasing. At the end of last month, U.K. fuel sales hit theirhighest since the country first went into lockdown, while toll road usage in France, Italy and Spain all recentlyreached their strongest in months versus 2019 levels. In another bullish signal, euro zone manufacturing expandedat its fastest pace in April since at least May 2018.That's all good news for diesel-type fuel, which in Europe is used in passenger cars, freight and some heating. Thecontinent's refiners make more than twice as much diesel as gasoline, according to the International EnergyAgency.The agency sees the continent's total oil demand rising by more than 9% this quarter and almost 4% in the next.Several European crude traders said demand for physical cargoes from the region has strengthened in the past fewweeks.Gasoline BetterEurope's plants would be doing even better if yields were more weighted toward gasoline - as they are in the U.S. -because profits from making the fuel are around $10 per barrel, partly thanks to the strong recovery in consumptionon the other side of the Atlantic, a key export market for Europe.Even with Europe's diesel focus, refining margins for Spain's Repsol SA and Poland's Grupa Lotos SA still rose inApril. So did those of Austria's OMV AG, which expects better profits in the second half of this year. OECD Europe'scrude processing volumes are also set to see a ""substantial increase"" next quarter, according to the InternationalEnergy Agency. Wood Mackenzie sees them closing in on 2019 levels.There are even signs of a tentative improvement in the jet fuel market. The continent's refiners originally slashedthe amount they produce from every barrel of crude in response to the pandemic. Those yields are now starting torecover. At Europe's plants, the yield of jet, and, kerosene - used to make aviation fuel, and for heating in someparts of the world - hit a ten-month high in February, and is likely to rise.""May, June, July, I would expect an improvement,"" said Hedi Grati, a director at IHS Markit. ""But I don't expect themto get anywhere near the 9%"" that was seen in January 2020, he added. The continent's flight numbers are still onlyabout 38% of pre-pandemic levels, according to data from Eurocontrol, though air travel is starting to open up.Despite the improving picture, Europe's refining industry still faces significant headwinds.Since the pandemic began, there have been announcements of plant closures in France, Belgium, Finland andPortugal and of capacity reductions in the Netherlands and U.K. More will almost certainly follow, with newrefineries coming online in Asia set to flood the continent with cheap fuel, potentially eroding profits for local plants.""Margins in Europe remain weak for the foreseeable future,"" Williams said. ""Weaker, more simple refiners, withlower complexity, which don't have petchem integration - they're on the chopping board.""More stories like this are available on bloomberg.comÂ©2021 Bloomberg L.P.Bloomberg.com( http://www.bloomberg.com ) !@COPYRIGHT=© 2021 Postmedia Network Inc. All rights reserved."
May 2021;"US jet fuel market faces regionally tight supply on pipeline outage; airline";"HOUSTON (ICIS)-- The US jet fuel market is facing regionally tight supply as the Colonial Pipeline shutdown hasentered its fifth day.The majority of Colonial Pipelines operations remain shut from the cyberattack last Friday.Jet fuel supply in the northeastern and southeastern US is tightening as shipments are unable to be delivered dueto the continued pipeline shutdown.American Airlines said it has added a fuel stop to two daily long-haul flights out of Charlotte, North Carolina,because of a jet fuel supply shortage in the area, according to the company.American Airlines is the first airline to announce an impact from the pipeline outage.Market sources said United Airlines said it is currently delivering fuel to four airports.The US government said it is currently examining whether or not it should waive the Jones Act shippingrequirements in order to encourage more supply shipments within the US.The Jones Act requires goods shipped within US ports to be transported on ships that are owned, built, andoperated by US citizens or permanent residents.[1]Colonial Pipeline continues to bring segments of its pipeline system back online in a stepwise fashion, thecompany said in its latest statement.Colonial said that while the situation is fluid and continues to evolve, the company is executing a plan that bringsback lines in an incremental process and a phased return to service.The US Energy Secretary, Jennifer Granholm, said on 11 May that the company is expected to make a full restartdecision by end of day 12 May, although once a restart decision is made it will take a few days before the pipeline isfully operational.Granholm added that once the pipeline is operational the government and Colonial will send fuel to the areas thatare facing the worst shortages.Colonial said its goal is to substantially restore service by the end of the week.[2]Line 4, which runs from Greensboro, North Carolina to Woodbine, Maryland, is operational on a limited basis. adjusts flight routesThe statement added that the line is running under manual control for a limited period of time while existinginventory is available, while the main lines continue to be offline.Colonial Pipeline s smaller lateral lines between terminals and delivery points [3]are operational.Focus article by Alex SnodgrassReferences1. https://subscriber.icis.com/news/petchem/news-article-00110637405 2.https://subscriber.icis.com/news/petchem/news-article-00110637449 3.https://subscriber.icis.com/news/petchem/news-article-00110637233"
May 2021;"Jet kerosene: Latest Europe developments";"LONDON (ICIS)--Despite thin trading, European jet fuel spot values remained firm this week.Closing prices edged up by 3-4% on a weekly average basis, with increased optimism following rising bookings andmore flying activity amid the easing of lockdown restrictions ahead of the summer holiday period.An aviation industry source indicated that they were operating at 50% capacity of 2019 levels compared to a low of25% of 2019 at the same time last year.This supported the prompt-month jet fuel crack spread against rolling Brent crude futures to hold steady at$3.50/bbl despite reduced business hours due to the early May public holiday.The jet fuel market remains in contango, with the crack spread for H2 2021 accelerating to $8/bbl, albeit still belowthe long-term average of $10/bbl and above, industry sources said.Amid reduced refinery output and limited inflows, the market has been fairly balanced.A jet fuel trader said jet barge trade had been quiet, while northwest Europe will receive only around 790,000tonnes for May arrival, leaving the market a couple of vessels short compared to the 1m tonnes previouslyanticipated.According to the International Air Transport Association (IATA), European air travel demand measured in revenuepassenger kilometres (RPKs) fell 88.3% in March 2021 versus March 2019, slightly ahead of the 89.1% decline inFebruary compared with the same month in 2019.IATA forecasts that RPKs (a proxy for jet fuel demand) in Europe will be 66.3% below 2019 this year not evenrecovering to 50% in H2 2021 as the region remains heavily reliant on international markets. The high levels ofrestrictions on international travel are limiting any rebound.This is likely to keep jet fuel consumption rates low compared with pre-pandemic levels, although a gradualimprovement in demand from H2 May cannot be ruled out. Low refinery run rates and restrictive inflows couldprovide further upside."
May 2021;"European Snapshot: Lower Supplies Erode Regional Surplus";"European jet fuel markets started working off their chronic surplus in February amid a downturn in supplies. Jetfuel output dropped to 1.2 million tons after refiners cut throughput rates by nearly 10% from January to 38 milliontons. Imports plummeted by 22% to 1.5 million tons as cargoes were diverted from European ports across theAtlantic, where a severe winter storm disrupted US Gulf Coast refinery operations in mid-February.The drop in supplies matched a 64% plunge in jet demand from pre-pandemicrates. Lockdowns across Europe tocontain another wave of the virus cut air traffic by two-thirds, pushing jet demand down to 1.7 million tons. Jet fuelstocks stabilized at 11.6 million tons or 16% above the year-ago mark, with high tanks in Spain accounting for mostof the surplus. European Jet Fuel Stocks Feb '21 vs. Region Feb (p) Jan (r) Dec (r) Nov (r) Oct (r) Jan '21 Feb '20 UK 1,323 1,412 1,328 1,406 1,527 -6.3% +12.7% Germany 1,566 1,563 1,542 1,550 1,504 +0.2 +0.3 France 1,451 1,344 1,314 1,415 1,529 +8.0 +3.3 Italy 780 847 870 872 911 -7.9 -2.0 Spain 1,093 1,127 1,039 1,233 1,251 -3.0 +53.7 Big 5 6,213 6,293 6,093 6,476 6,722 -1.3% +10.0% Other OECD Europe 5,412 5,318 5,171 5,262 5,381 +1.8 +24.8 OECD Europe 11,625 11,611 11,264 11,738 12,103 +0.1% +16.4% Supply, Demand and Trade ('000 tons) OECD Europe Middle- Distillates Feb '21 vs. Feb (p) Jan (r) Dec (r) Nov (r) Oct (r) Jan '21 Feb '20 Refinery Runs 38,255 42,023 41,954 41,372 41,296 -9.0% -17.2% Utilization 70.8% 70.2% 70.1% 71.4% 69.0% +0.8 -14.2 Mid- 51.0% 52.1% 54.7% 53.2% 53.8% -2.1% -5.4% Distillate Yield OECD Europe Jet Fuel Demand 1,662 1,858 1,979 1,930 2,213 -10.5% -64.3% Production 1,218 1,515 1,345 1,196 1,220 -19.6 -61.3 Imports 1,465 1,877 1,511 1,531 2,445 -21.9 -37.1 Exports 885 974 933 1,022 860 -9.1 -46.3 Stock Change +14 +347 -474 -365 +233"
May 2021;"Europe jet fuel momentum boost expected from summer tourism";"LONDON (ICIS)--European jet kerosene spot prices stayed fairly range-bound throughout most of the week amidlimited market action although monthly average prices continued to strengthen compared to 2020 levels, with thereopening of borders ahead of summer holidays expected to boost momentum.Amid cautious optimism around aviation growth, European jet fuel monthly averages have exhibited an upwardstrend since the start of the year, with the May 2021 average at $573/tonne on a CIF (cost, insurance & freight) NWE(northwest Europe) basis, up considerably from the May 2020 average of $216/tonne but about $100/tonne lowerfrom 2019 levels.This upswing has been more attributed to the rally in upstream Brent crude futures than airline demand growth aproxy for jet fuel consumption as European operations remain below 45% of 2019 levels.The International Air Transport Association (IATA) forecasts that revenue passenger kilometres (RPKs) in Europewill be 66% below 2019 this year not even recovering to 50% in the second half of 2021.With the opening of the US-European transatlantic market ahead of the summer holidays, aviation demand isexpected to gain pace on this route as passengers will be allowed to travel with negative coronavirus test results forvacation.Further, COVID-19 tested travellers are now allowed to plan vacations across some European countries, includingIceland, Italy, Croatia and Greece, boosting flight bookings, while some European nations are also willing to admitBritish tourists who have been vaccinated.As European summer turnarounds are expected to reduce, refineries are likely to benefit from high-margin productssuch as gasoline, which is likely to prove detrimental for gasoil and jet fuel markets facing demand issues.In fact, during the pandemic, refineries have been operating at 70-80% of capacity with producers less incentivisedto increase throughputs as they were struggling to secure margins following limited demand, plunging prices andsoaring inventory levels.Adding to the market woes are inflows which although at reduced levels continue to arrive. Europe is expected toreceive around 650,000 tonnes for June, which could compound market supply if refinery run rates accelerate anddemand fails to match.NEAR-TERM OUTLOOK According to the International Energy Agency, kerosene demand has witnessed thebiggest fall of all refined products and was lower by 41% in 2020. However, the market is expected to rebound by18% in 2021, said the agency.Looking ahead, all eyes remain on the European Commission proposal to lift travel restrictions on non-EU countriesfor those who are vaccinated or can present a negative virus test, which is likely to be discussed later this week, topave the way for jet fuel demand.Focus article by Shruti Salwan"
May 2021;"Jet fuel demand recovery faces long haul as travel stays regional";"Limited long-distance flights and a resurgence in COVID-19 cases in India will keep jet fuel demand below pre-pandemic levels over the coming months, even as the easing of lockdowns in other parts of the world boostsdemand for the aviation fuel.Steady vaccination rollouts and reduced infection rates in Western countries are allowing commercial travel toresume.It will, however, be dominated by short-haul flights, which account for almost two-thirds of the total fuel used by thesector, but on average use around 35 times less fuel than long-haul flights, the International Energy Agencyestimates.The result will be jet fuel demand of around 5.8 million barrels per day (bpd) this year, almost 30% higher than2020, but below the 8 million bpd of 2019 before the pandemic struck, energy consultancy FGE says.Goldman Sachs expected jet fuel demand to rise to 3.9 million bpd in May, compared with the low of 2.2 millionbpd in May 2020.""You see the passenger numbers are recovering, but they are flying shorter distances, so the relationship betweenthe passenger number and the jet fuel demand is distorted,"" Cuneyt Kazokoglu, head of oil demand analysis atFGE, said.""For the full recovery, we need international travel to recover as well, and for that we have to reach a certain level ofvaccination, not just in a couple of countries.""HOPE-DRIVEN RISESHopes for more travel have driven airline and airport stocks higher.Among the gainers, Lufthansa has lowered its capacity forecast for flights this year, but predicted a gradual demandpick-up in April-June and a ""significant market recovery"" in the second half, citing moves by the European Union toopen up transatlantic travel to vaccinated U.S. visitors.Despite the buzz, there is a huge disparity in flight bookings as the rate of vaccine rollouts and infections vary, whilecountries with successful vaccine programs are reluctant to allow unlimited travel.Britain said on Friday it would allow international travel to resume from May 17, but would limit the number ofdestinations open for quarantine-free holidays to 12 countries.U.S. passengers booked about 800,000 more flight seats in the week ended Monday on-week, aviation dataanalysis firm OAG found, while India had 275,000 fewer seats and Japan was down by about 347,000.China stands out as its flight capacity this week exceeded pre-pandemic levels. Scheduled flight capacity for theweek ended May 10 in China was 8.6% higher, compared with the corresponding week in 2019, the OAG said.ARBITRAGEThe weak market for jet fuel consumption in the East has opened arbitrage for cargoes to the West.April's total import volumes from the East of Suez to Europe were at their highest in six months, and there wereexpectations that the re-opening of European markets would stimulate more imports.U.S. jet demand is expected to average 1.3 million bpd in 2021, up from 1.09 million bpd in 2020, but down from1.75 million bpd in 2019, Suzanne Danforth of Wood Mackenzie said.""The pace of vaccination has outpaced daily cases,"" Danforth said. ""That has enabled or encouraged folks to getout and for that mobility to increase and to potentially book travel.""The four-week average for U.S. jet fuel demand rose to 1.29 million bpd in the week ended April 16, the highestsince April 2020, U.S. Energy Information Administration data showed. It has since eased to 1.2 million bpd.Downward pressure on demand is coming from restrictions on busy international routes, especially to India, whereCOVID-19 cases are still surging.Wood Mackenzie expects India's jet fuel demand in the second quarter to decline 6.5% from the first quarter.(Reporting by Koustav Samanta in Singapore, Bozorgmehr Sharafedin in London, Stephanie Kelly in New York;Editing by Barbara Lewis and Sherry Jacob-Phillips) !@COPYRIGHT=© 2021 Postmedia Network Inc. All rightsreserved."
May 2021;"Shell Aviation and AmEx form alliance to increase supply of SAF";"Shell Aviation and American Express Global Business Travel (GBT) have announced they will collaborate on analliance for making sustainable aviation fuel (SAF) available. The parties will design a model aimed at increasing the supply and use of SAF and accelerating the aviationindustry's pathway towards net-zero emissions (NZE). This collaboration combines the buying power of airlines and GBT's corporate business travel customers at scaleto drive a step change in production and usage of SAF. Lower or zero carbon technologies such as hydrogen and electric flight are unlikely to impact at scale until mid-century. This leaves SAF as the only viable, in-sector, option for reducing emissions in the short to medium term. Anna Mascolo, president of Shell Aviation, said: ""We want to help decarbonise the aviation sector and believe thiscollaboration could deliver new solutions for our customers to reach net-zero emissions. SAF has incrediblepotential to drive the decarbonisation of aviation. Even if all publicly announced projects today actually materialise,SAF would still account for just one percent of the jet fuel market by 2030."" GBT chief executive Paul Abbott said: ""Our approach with Shell could provide a turnkey solution for corporationsworking towards net-zero emissions. We believe aggregating corporate and airline demand is the most efficient wayto drive the volume of investment needed to bring change at scale. By working with Shell, we aim to enablecorporations and airlines to plot a course towards their own emissions targets, while acting as climate leaders andcreating real change."" This collaboration will help drive transformation of the aviation and corporate travel sector, support a net-zeroemissions future and deliver a new solution to customers in support of their own energy transition and carbonreduction ambitions. Both Shell and GBT have set their own individual targets to become net-zero emissions businesses by 2050, instep with society."
May 2021;"Oil pipeline starts to pump again after $5m ransom paid";"THE largest fuel pipeline in the US restarted its entire system after a cyber attack a week ago, but said it will takeseveral days for the supply chain to return to normal.Colonial Pipeline Co has started delivering gasoline, diesel and jet fuel to all the markets it serves, the pipelineoperator said in a statement, but some areas may experience service interruptions during the restart process.The system, which transports products from Gulf Coast refineries as far north as New York, is running at less thanhalf of capacity.It emerged the operating company paid almost $5m in untraceable cryptocurrency to Eastern European hackerslast week to help get gasoline and jet fuel flowing again.Fuel shortages from Florida to Virginia continue, and Colonial said its system was five days behind schedule.Advantage In a message to filling stations, US President Joe Biden said in a White House briefing, ""Do not, Irepeat, do not, try to take advantage of consumers during this time.""The attack on Colonial occurred just weeks before the US Memorial Day holiday with many Americans expected totake to the roads and the skies after pandemic lockdowns.A top US energy regulator said gaps in pipeline cybersecurity must be filled following the attack.""We need to improve our cybersecurity standards and requirements to keep up with these evolving threats,especially as they relate to our critical infrastructure,"" Neil Chatterjee, a commissioner and former chairman at theFederal Energy Regulatory Commission, said in a Bloomberg Television interview on Thursday. (© WashingtonPost)"
May 2021;"Europe Set for Late Summer Jet Demand Boom";"Europe’s jet fuel market is poised for a late-summer revival as quickening Covid-19 vaccination rates allowregional governments to finally start planning for the long-awaited restart of global air travel.Brussels has already approved the use of a Digital Green Certificate to allow EU passengers with proof of either aCovid-19 vaccination, a recent negative test or immunity after a recent infection to fly freely within the bloc fromJune.It also wants to open the door to international travelers that have been fully vaccinated, allowing for the restart ofmuch more fuel-hungry long-haul flights around the same time.Barely 11% of Europe’s revenue passenger miles are internal compared to around three-quarters in the giant USdomestic market.UK Color SystemThe UK has meanwhile shied away from the idea of vaccine passports, instead proposing a complicated traffic lightsystem based on risk.A list of countries and their risk level was released late Friday ahead of a planned May 17 restart of nonessential airtravel, leaving airlines and passengers little time to plan.Travel to low-risk ""green"" countries will require testing, while travelers to ""amber"" and ""red"" countries will also facereturn quarantines, either at home or in a government-approved hotel.The ""green"" list includes Australia, New Zealand, Singapore, Brunei, Iceland, the Faroe Islands, Gibraltar, theFalkland Islands, Israel and Portugal. Popular European holiday destinations are mostly ""amber,"" and Turkey isnow ""red.""British Airways (BA) CEO Sean O’Doyle slammed the UK color scheme, saying he'd prefer a single set of rules tobe applied globally to restart international aviation.BA expects a surge in demand for premium leisure and so-called VFR (visiting friends and relatives) trips to offsetwhat could be a slow start for business travel. But he was still optimistic about the prospects for business trips,suggesting people are fed up of Zoom.Low-cost UK airline Jet2 isn't even bothering to restart its flights until late June, arguing that the UK's onerous andexpensive testing and quarantine requirements will keep overseas travel out of reach for many passengers used tobudget flights and cheap getaways.Premium HitOutright jet fuel prices are already back to pre-Covid-19 levels in Europe but premiums against benchmark ICElow-sulfur gasoil (LSGO) are still barely half what they were before the pandemic.Northwest European cargoes were pegged at a $23.75 per metric ton premium to May LSGO at Thursday’s close,down from a $26.50/ton differential a week ago. LSGO has become a target for bullish traders placing bets onEurope's demand recovery. Speculative money in the contract has reached its highest in 15 months.European jet premiums tanked to almost $90/ton below ICE LSGO futures last April when European airspace wasclosed to all but cargo traffic, having been comfortably in the $40/ton over the screen during the first quarter of2020.Regional departures were still down 65% from pre-pandemic levels this week, according to air traffic controllerEurocontrol, having failed to reach even half of normal levels last summer ( IOD Mar.25'20 ).Eurocontrol Director-General Eammon Brennan said the stage was now set for a strong European recovery in thefourth quarter. Brennan suggested the EU was running six to eight weeks behind the US and UK in its vaccinationprogram -- meaning it would be July before regional flights could properly resume. He indicated it would be Octoberor November before travel to Asia could begin to restart.Optimism around airline fuel buying has yet to translate into spot market activity with no public trades seen so farthis month. Last year saw a spot trading boom as regular airline fuel suppliers were forced to sell unwantedcargoes while others sought to cash in on a stockpiling contango.Traders are already warning of ample stocks and the potential for a surge in East of Suez imports when airlinebuying does finally appear.Closely watched jet tanks in Amsterdam-Rotterdam-Antwerp fell 3.5% on the week to 946,000 tons on May 6 butremain almost 14% above year-ago levels.Previously lifeblood jet imports from the Mideast and Asia are running at around half of pre-pandemic levels, morethan making up for reduced European refinery production as regional producers continue to focus more on diesel.Kerry Preston, London"
Jun 2021;"US jet fuel market to keep refinery rates slightly below normal levels";"HOUSTON (ICIS)--The US jet fuel market is expected to keep refinery rates below normal levels as demand for jetfuel is expected to stay below normal levels until international travel demand opens more widely.As the jet fuel market continues to be one of the slowest to recover from the impacts of the coronavirus, refinerscontinue to moderate their run rates in order to avoid major inventory buildup.A full jet fuel market recovery is not expected until 2023, according to [1]Barin Wise, vice president, CDI (now partof ICIS).""COVID-19 has changed business travel forever with the success of Teams, Zoom, etc. I think it will take leisuretravel to pick up the baton, and that will take some time. Export demand could help, but all global refiners aredealing with sharp reductions in international air travel,"" Wise said.He added that the domestic segment of US jet fuel demand will be the driving force of demand, opening the doorfor US exports.Exports of jet fuel are expected to focus mostly on South and Central America.Domestic demand for jet fuel continues to rise on increasing summer travel, although a lack of international traveldemand is expected to keep the market below 2019 levels for several years.Refiners moderating their rate is having a knock-on effect on other distillate markets.Lower than average run rates at the height of gasoline demand season is continuing to push gasoline prices higheras demand is rising faster than supply.While jet fuel prices have mostly recovered to pre-pandemic levels, the lack of international travel demand remainsone of the greatest hurdles in the market.ICIS Editorial Chart goes hereRising coronavirus in South America and an extended lockdown in England is continuing to hamper internationaltravel form the US. Focus article by Alex SnodgrassReferences1. http://icis.com/"
Jun 2021;"Global economy outstrips pre-pandemic peak";"Employees work on a truck assembly line at a vehicle manufacturing factory in Weifang, in eastern China'sShandong province. The Asia-Pacific region recovered from the pandemic recession at the end of last year thanksto the resilience of China's economy. — AFP file photoThe global economy has surpassed its pre-pandemic peak as the rebound accelerates on the back of vaccinationand the easing of pandemic-related restrictions, a survey by IHS Markit revealed.While the Middle East and Africa region will return to pre-pandemic GDP in the third quarter that begins in July, theAsia-Pacific region recovered from the pandemic recession at the end of last year thanks to the resilience ofChina's economy, the global data survey firm said.With 6.0 per cent growth this year, the global economy will post its biggest expansion in nearly 50 years, it said.IHS Markit's forecast resonates with the bullish global growth outlook made by the World Bank recently. Predictinga 5.6 per cent surge in 2021, the World Bank said the fastest economic rebound in 50 years would be acceleratedby vaccinations and massive government stimulus in rich countries. The projected global expansion would make2021 the fastest year of growth since 1973's 6.6 per cent, the bank asserted.The global economy has reached an important milestone in the second quarter of 2021 (ending June 30),surpassing the pre-pandemic real GDP peak attained in the fourth quarter of 2019, IHS Markit, which conductsmonthly surveys of businesses that are highly valued by the market as a leading indicator of economic activity,said in a statement.IHS Markit's economists estimated that US real GDP hit a new peak in May.Europe and Latin America will complete their recoveries in the final quarter of this year.""As recovery from the Covid-19 recession is completed, the global economy is moving into the sweet spot of thecurrent expansion,"" said IHS Markit's executive director for global economics, Sara Johnson.""World real GDP growth is picking up from an annual rate of 1.5 percent quarter on quarter in the first quarter torates of 6.0-7.0 percent over the remainder of 2021,"" she added.IHS Markit's 2021 global GDP growth forecast is also in line with that made by the International Monetary Fund inApril.The IMF said many nations would not recover to pre-pandemic levels until 2022 or 2023, while emphasising theunevenness of the recovery.Along with the World Bank, the OECD has also warned about the recovery leaving some nations behind, especiallygiven the lack of vaccines in many countries.The OECD said that relief and stimulus measures in the more developed world had done much to get the economythrough the pandemic recession and back on the path of growth. It forecast global output would rise 5.8 per cent,raising its forecast from 4.8 per cent during its previous outlook in December. This year's predicted rebound followslast year's contraction of 3.5 per cent, and would be the fastest since 1973IHS Markit acknowledged that Covid-19 flare-ups remain a risk to economic recovery in places where vaccinationhas proceeded slowly.It also pointed to constraints on the recovery posed disruptions in the supply of certain goods, includingsemiconductors used in electronics goods and cars.The survey found that supplier delivery times lengthened in May to the greatest extent in survey history."" Supplydisruptions are one reason behind a jump in prices.IHS Markit said it expects to consumer price inflation to rise to 3.3 percent this year before dropping to 2.7 percentnext year as supply conditions improve.Investors have become increasing worried that the rapid recovery inflation may prompt central banks to removestimulus support and raise interest rates faster than they have stated previously.— issacjohn@khaleejtimes.comIssac John Editorial Director of Khaleej Times, is a well-connected Indian journalist and an economic and financialcommentator. He has been in the UAE's mainstream journalism for 35 years, including 23 years with KhaleejTimes. A post-graduate in English and graduate in economics, he has won over two dozen awards. Acclaimed forhis authentic and insightful analysis of global and regional businesses and economic trends, he is respected forhis astute understanding of the local business scene.Click/tap here to subscribe to Khaleej Times news alerts on Telegram."
